DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindSpeed,Sunrise,Sunset
37,60,45,29.99,27.04,49,4.9,0,-9.1,5,75,44,22,0,0,0,15,504,2030
36,71,30,29.68,26.77,53,7.1,6,1.6,0,88,54,22,0,0,0,17,504,2030
50,67,62,29.66,26.78,57,6.3,2,-2.7,0,75,58,23,0.13,0,0,16,504,2030
54,64,74,29.86,26.93,58,7.5,0,-6,1,71,57,23,0.27,0,0,20,505,2030
54,73,57,29.96,27.04,62,4.2,8,2.7,0,87,59,15,0.001,0,0,12,505,2030
50,77,45,30.05,27.14,61,4.1,12,6.3,0,96,58,17,0,0,0,15,506,2030
47,84,30,29.99,27.09,62,6.2,19,13,0,101,66,25,0,0,0,20,506,2030
51,87,32,29.84,26.98,65,7.8,22,15.7,0,103,70,29,0,0,0,20,506,2030
56,86,39,29.86,26.98,67,5.1,21,14.4,0,104,68,17,0,0,0,14,507,2030
46,93,22,29.83,26.98,65,7.7,28,21,0,110,76,23,0,0,0,18,507,2030
50,92,25,29.87,27.01,66,6.8,27,19.7,0,105,78,23,0,0,0,17,508,2030
53,89,33,29.86,26.99,66,9.7,24,16.4,0,99,78,25,0,0,0,18,509,2030
45,82,32,29.79,26.9,60,6.8,17,9.1,0,96,67,30,0,0,0,23,509,2029
41,76,30,29.72,26.84,57,6.6,11,2.8,0,92,60,21,0,0,0,17,510,2029
37,75,28,29.73,26.85,55,6,10,1.5,0,93,57,25,0,0,0,20,510,2029
40,79,26,29.71,26.83,58,6.2,14,5.2,0,96,62,20,0,0,0,14,511,2028
39,81,24,29.83,26.97,58,6.8,16,6.9,0,95,66,22,0,0,0,17,512,2028
36,79,24,29.95,27.06,57,5.2,14,4.6,0,99,59,16,0,0,0,13,513,2027
35,85,17,29.79,26.92,58,4.7,20,10.3,0,100,69,18,0,0,0,14,513,2027
40,81,26,29.78,26.9,57,8.9,16,6.1,0,90,71,33,0,0,0,29,514,2026
41,79,30,29.76,26.88,58,5.1,14,3.8,0,95,62,22,0,0,0,17,515,2026
31,73,22,29.93,27.04,52,8.9,8,-2.5,0,87,59,23,0,0,0,17,516,2025
32,76,23,29.92,27.02,54,4.9,11,0.3,0,96,56,16,0,0,0,14,517,2025
36,82,20,29.76,26.88,58,5.8,17,6.1,0,100,64,16,0,0,0,14,517,2024
48,84,31,29.71,26.85,62,7.4,19,7.9,0,102,66,37,0.13,0,0,28,518,2023
38,84,25,29.91,27.04,59,7.2,19,7.7,0,97,71,21,0,0,0,17,519,2023
33,82,21,29.95,27.06,56,5.7,17,5.5,0,100,63,21,0,0,0,15,520,2022
33,84,19,29.86,26.98,57,5.8,19,7.3,0,103,64,23,0,0,0,17,521,2021
35,83,22,29.78,26.91,57,7,18,6.2,0,101,64,25,0,0,0,21,522,2020
20,81,14,29.76,26.89,54,6.3,16,4,0,99,62,22,0,0,0,17,523,2019
24,81,13,29.81,26.95,54,8,16,3.9,0,98,63,23,0,0,0,20,524,2018
31,80,17,29.88,27,55,5.5,15,2.8,0,99,61,22,0,0,0,16,525,2018
36,85,18,29.87,26.99,58,5.5,20,7.7,0,99,71,24,0,0,0,20,526,2017
40,86,23,29.9,27.03,60,6.5,21,8.6,0,102,70,25,0,0,0,20,527,2016
43,84,25,29.93,27.04,60,4.5,19,6.6,0,101,67,18,0,0,0,14,528,2015
37,83,20,29.83,26.95,58,8.2,18,5.5,0,95,71,24,0,0,0,17,529,2013
31,76,21,29.75,26.88,54,5.6,11,-1.5,0,92,60,23,0,0,0,16,530,2012
34,76,24,29.81,26.92,54,5.3,11,-1.5,0,93,59,18,0,0,0,15,531,2011
31,80,18,29.93,27.04,55,7.6,15,2.5,0,95,65,22,0,0,0,16,532,2010
35,80,19,29.87,26.98,56,7.9,15,2.5,0,95,65,24,0,0,0,20,533,2009
43,77,32,29.78,26.9,58,9.9,12,-0.5,0,90,63,54,0,0,0,43,534,2008
41,69,40,29.94,27.03,54,5.2,4,-8.4,0,83,54,22,0,0,0,16,535,2007
39,72,34,29.95,27.03,54,6.2,7,-5.4,0,89,54,26,0,0,0,20,536,2005
38,76,30,29.89,26.98,56,5.3,11,-1.3,0,95,57,20,0,0,0,17,537,2004
37,80,23,29.82,26.93,57,6.1,15,2.8,0,97,62,21,0,0,0,16,538,2003
40,79,28,29.86,26.98,58,5.7,14,1.9,0,95,62,22,0,0,0,17,539,2001
36,82,20,29.79,26.93,57,8.3,17,5.1,0,99,65,32,0,0,0,25,541,2000
40,81,23,29.75,26.88,58,8,16,4.2,0,94,67,40,0.01,0,0,31,542,1959
42,81,32,29.77,26.9,59,6.9,16,4.4,0,97,64,26,0,0,0,20,543,1957
45,78,33,29.82,26.94,59,4.6,13,1.5,0,93,62,18,0,0,0,15,544,1956
46,79,34,29.85,26.96,59,7,14,2.7,0,90,68,25,0,0,0,17,545,1955
47,76,38,29.86,26.96,59,5.5,11,-0.1,0,88,63,20,0,0,0,16,546,1953
44,80,31,29.9,27.01,59,5.6,15,4.1,0,95,64,32,0.001,0,0,25,547,1952
31,84,17,29.84,26.96,56,5.3,19,8.3,0,100,68,23,0,0,0,17,548,1950
35,80,20,29.81,26.93,57,5.8,15,4.5,0,99,61,17,0,0,0,15,549,1949
38,80,25,29.86,26.98,58,5.1,15,4.8,0,97,62,16,0,0,0,13,551,1947
43,79,31,29.88,27,59,4.8,14,4,0,96,62,17,0,0,0,12,552,1946
48,80,37,29.91,27.03,61,5.4,15,5.2,0,97,62,20,0,0,0,15,553,1944
43,80,30,29.9,27.01,59,4.2,15,5.5,0,96,63,15,0,0,0,13,554,1942
44,78,33,29.86,26.96,58,6.2,13,3.8,0,96,60,22,0,0,0,17,555,1941
44,77,32,29.9,27.01,58,4.1,12,3,0,92,62,17,0,0,0,12,556,1939
51,80,42,29.84,26.96,62,7.7,15,6.3,0,95,65,60,0.42,0,0,47,557,1938
53,74,53,29.8,26.9,61,5.5,9,0.6,0,86,62,21,0.02,0,0,15,558,1936
45,78,34,29.72,26.83,59,7.2,13,4.9,0,93,62,45,0.001,0,0,26,600,1934
44,77,34,29.79,26.92,59,7.5,12,4.2,0,93,61,25,0.001,0,0,20,601,1933
43,76,32,29.87,26.98,57,4.4,11,3.5,0,91,61,14,0,0,0,12,602,1931
46,78,32,29.79,26.9,59,5.6,13,5.8,0,92,63,17,0,0,0,13,603,1929
49,85,30,29.79,26.93,63,7.5,20,13.1,0,95,74,23,0.001,0,0,18,604,1928
47,84,29,29.86,26.99,62,7,19,12.5,0,96,72,21,0.001,0,0,18,605,1926
43,76,33,29.97,27.07,57,4.5,11,4.8,0,90,61,20,0,0,0,16,606,1924
39,77,26,29.9,27,56,5,12,6.1,0,95,59,13,0,0,0,10,607,1922
36,78,23,29.79,26.9,56,6.4,13,7.4,0,94,62,18,0,0,0,15,609,1921
51,77,45,29.83,26.95,61,7.6,12,6.8,0,88,65,31,0.001,0,0,24,610,1919
61,75,68,29.96,27.05,65,9.3,10,5.1,0,85,64,26,0.49,0,0,22,611,1917
59,78,58,29.94,27.03,65,8.5,13,8.5,0,93,63,31,0.23,0,0,23,612,1915
61,75,73,29.89,26.98,65,6.1,10,5.8,0,86,63,51,0.07,0,0,41,613,1914
49,70,54,30.01,27.09,58,8.4,5,1.2,0,78,61,24,0,0,0,20,614,1912
46,68,47,29.99,27.06,55,4.1,3,-0.5,0,82,53,16,0,0,0,12,615,1910
44,71,40,29.91,27,55,9.8,6,2.9,0,83,58,26,0,0,0,22,616,1908
47,70,48,29.9,26.98,57,8.1,5,2.2,0,85,54,26,0,0,0,23,617,1906
46,72,40,29.91,27,57,5,7,4.6,0,86,58,16,0,0,0,13,619,1905
47,75,37,29.92,27.03,59,5.4,10,8,0,89,60,16,0,0,0,13,620,1903
57,74,58,29.93,27.03,63,8.1,9,7.3,0,85,63,37,0.05,0,0,28,621,1901
59,73,69,29.85,26.94,63,4.5,8,6.7,0,82,63,21,0.01,0,0,17,622,1859
55,75,54,29.8,26.9,62,5.3,10,9.1,0,87,62,21,0,0,0,17,623,1857
50,77,40,29.75,26.87,62,13.7,12,11.5,0,90,64,37,0,0,0,26,624,1855
44,74,36,29.75,26.87,58,6.6,9,8.8,0,86,61,18,0.001,0,0,16,625,1854
46,66,56,29.67,26.77,54,7.5,1,1.2,0,76,56,37,0.001,0,0,29,626,1852
37,59,49,29.99,27.06,48,8.1,0,-5.4,6,67,50,24,0.001,0,0,18,627,1850
31,60,37,30.06,27.09,46,7.9,0,-4,5,74,46,23,0,0,0,17,629,1848
27,70,23,29.73,26.8,49,14.5,5,6.4,0,88,51,37,0,0,0,28,630,1846
36,65,36,29.63,26.75,50,10.6,0,1.8,0,73,56,43,0,0,0,35,631,1844
41,61,51,29.75,26.83,50,7.4,0,-1.9,4,68,53,25,0,0,0,20,632,1843
39,62,44,29.91,26.98,50,2.6,0,-0.5,3,73,50,17,0,0,0,10,633,1841
44,55,71,29.81,26.87,49,5.4,0,-7.1,10,59,50,22,0.23,0,0,20,634,1839
43,49,84,29.73,26.78,45,8,0,-12.7,16,54,44,25,0.3,0,0,21,635,1837
43,50,84,29.83,26.88,46,7.2,0,-11.3,15,59,41,28,0.18,0,0,21,637,1835
37,50,61,30.07,27.08,44,7.7,0,-10.9,15,61,39,24,0,0,0,17,638,1833
37,63,41,29.94,26.98,49,13.3,0,2.5,2,72,53,30,0.01,0,0,23,639,1832
43,59,65,29.76,26.84,51,8.3,0,-1.1,6,69,49,25,0.05,0,0,18,640,1830
44,56,65,29.86,26.93,50,8,0,-3.7,9,64,48,33,0.13,0,0,30,641,1828
38,48,76,30.24,27.21,43,3,0,1.3,17,59,37,15,0,0,0,13,720,1736
37,48,69,29.9,26.92,42,9.6,0,1.7,17,57,38,32,0.02,0,0,25,722,1735
28,38,70,30.03,27.03,33,5.5,0,-7.9,27,45,30,23,0.01,0,0.001,18,723,1733
25,38,65,30.11,27.09,32,5.4,0,-7.4,27,44,32,24,0,0,0,18,724,1732
26,34,73,30.29,27.25,32,7.8,0,-11,31,42,25,18,0.17,0,0,16,726,1731
38,41,92,30.37,27.32,40,1.8,0,-3.6,24,46,36,14,0.01,0,0,10,727,1730
42,50,77,30.08,27.07,46,8.9,0,5.9,15,60,40,30,0.03,0,0,22,728,1728
34,43,70,30.11,27.12,39,3.5,0,-0.7,22,50,36,16,0,0,0,13,730,1727
32,45,64,30.18,27.16,39,5,0,1.7,20,56,34,15,0,0,0,13,731,1726
34,47,67,30.19,27.19,40,3.2,0,4.2,18,59,35,16,0,0,0,13,732,1725
36,45,75,30.29,27.27,40,1.8,0,2.6,20,55,34,16,0,0,0,13,733,1724
34,45,65,30.36,27.34,40,3.9,0,3,20,54,36,18,0,0,0,15,735,1723
36,47,73,30.33,27.31,41,4.7,0,5.5,18,57,36,24,0.001,0,0,21,736,1722
33,43,72,30.04,27.02,38,6.7,0,1.9,22,51,34,17,0,0,0,14,737,1721
28,37,70,29.82,26.81,34,5.4,0,-3.6,28,46,28,18,0.01,0,0,15,739,1720
32,37,82,29.61,26.65,35,6.6,0,-3.2,28,42,32,25,0.4,0,2,20,740,1719
29,42,64,30.02,27.03,36,6.9,0,2.2,23,50,34,17,0,0,0,15,741,1718
31,38,74,30.02,27.01,35,4.9,0,-1.3,27,43,32,16,0,0,0,14,743,1717
40,45,87,29.89,26.91,42,7.2,0,6.1,20,51,38,18,0.42,0,0,14,744,1716
31,39,70,29.92,26.95,37,12.2,0,0.5,26,48,30,31,0.42,0,0,26,745,1716
17,32,58,30.4,27.36,26,3.7,0,-6,33,40,24,16,0,0,0,12,746,1715
20,31,71,30.62,27.51,26,1.2,0,-6.6,34,39,22,10,0,0,0,9,748,1714
22,31,75,30.47,27.37,27,3.3,0,-6.2,34,38,23,13,0,0,0,10,749,1714
24,32,78,30.34,27.27,28,2.3,0,-4.8,33,40,23,10,0,0,0,9,750,1713
26,35,74,30.44,27.37,31,3.5,0,-1.4,30,46,24,14,0,0,0,12,751,1712
28,37,76,30.35,27.29,32,1.8,0,1,28,46,27,15,0,0,0,13,752,1712
28,36,78,30.17,27.13,31,2.1,0,0.4,29,44,27,8,0,0,0,7,754,1711
30,38,80,30.16,27.13,33,1.6,0,2.8,27,47,28,9,0,0,0,8,755,1711
30,39,80,30.3,27.26,33,2.3,0,4.2,26,49,28,12,0,0,0,9,756,1710
34,38,86,30.35,27.29,36,0.9,0,3.5,27,44,32,8,0.001,0,0,6,757,1710
39,47,82,30.15,27.12,42,7.1,0,12.9,18,56,37,18,0.17,0,0,15,758,1710
32,41,66,29.8,26.83,39,8.6,0,7.2,24,54,27,33,0.06,0,0.001,28,759,1709
20,27,75,29.92,26.9,25,7.4,0,-6.4,38,34,19,22,0.001,0,0.001,18,800,1709
13,19,76,30.17,27.1,18,4,0,-14.1,46,22,15,16,0.01,0,0.1,14,801,1709
9,19,66,30.24,27.14,16,2.6,0,-13.8,46,24,14,14,0,0,0,8,802,1709
9,21,62,30.12,27.02,18,10.4,0,-11.5,44,26,15,25,0.001,0,0.001,21,803,1708
-4,3,70,30.44,27.29,2,5.8,0,-29,62,11,-6,18,0,2,0,15,805,1708
0,4,73,30.68,27.48,5,3.2,0,-27.7,61,14,-7,12,0,2,0,9,806,1708
5,10,80,30.59,27.42,9,2.8,0,-21.5,55,15,4,13,0,2,0,10,807,1708
12,18,75,30.64,27.5,17,3.9,0,-13.2,47,24,12,17,0,2,0,14,808,1708
11,16,78,30.48,27.34,15,2.5,0,-15,49,23,9,12,0,2,0,9,809,1708
23,28,83,30.61,27.5,26,2.1,0,-2.6,37,36,20,14,0,1,0,10,810,1709
23,28,87,30.55,27.45,25,1.5,0,-2.5,37,34,21,8,0,1,0,7,811,1709
22,25,86,30.57,27.47,24,1.4,0,-5.3,40,30,19,9,0.001,1,0.001,7,812,1709
20,23,85,30.45,27.34,22,3,0,-7.2,42,27,19,13,0,1,0,7,813,1710
19,24,86,30.09,27,22,3.9,0,-6.1,41,26,21,12,0.001,1,0.001,9,813,1710
17,24,76,30.01,26.96,22,8.1,0,-6,41,32,15,32,0,1,0,25,814,1710
16,21,80,30.04,26.96,20,3.3,0,-8.9,44,31,11,16,0.2,1,2.3,13,814,1711
23,26,90,30.04,27,25,4.2,0,-3.8,39,30,21,15,0.02,3,0.2,10,815,1711
29,32,90,30.29,27.24,31,1.6,0,2.3,33,38,26,8,0.001,2,0,7,815,1712
34,38,91,30.36,27.31,35,3.4,0,8.3,27,42,33,32,0.05,1,0,25,816,1712
25,32,81,30.56,27.49,29,3.7,0,2.4,33,40,23,23,0,0.001,0,18,816,1713
22,28,84,30.62,27.51,25,2.3,0,-1.6,37,37,18,14,0,0.001,0,10,817,1714
20,28,85,30.57,27.46,23,1,0,-1.6,37,37,18,9,0,0.001,0,7,817,1714
18,24,87,30.44,27.32,20,2.3,0,-5.6,41,32,15,13,0,0.001,0,10,817,1715
20,26,86,30.4,27.31,22,4.1,0,-3.6,39,36,15,21,0,0.001,0,17,818,1716
22,28,82,30.44,27.35,25,2.9,0,-1.6,37,39,17,14,0,0.001,0,10,818,1716
24,28,84,30.39,27.31,26,2,0,-1.6,37,36,20,12,0.001,0.001,0.001,9,818,1717
26,30,90,30.33,27.27,28,2,0,0.4,35,36,24,9,0,0.001,0.001,8,818,1718
25,30,90,30.45,27.37,27,1.3,0,0.3,35,39,20,9,0,0.001,0,7,818,1719
24,30,87,30.38,27.29,26,2,0,0.2,35,37,22,8,0,0.001,0,8,818,1720
25,28,94,30.1,27.04,26,3.7,0,-1.9,37,33,22,13,0.001,0.001,0.001,10,818,1721
17,24,75,30.36,27.29,22,5.8,0,-5.9,41,33,15,24,0,0.001,0,20,818,1722
14,25,67,30.55,27.45,20,3.7,0,-5,40,35,15,15,0,0.001,0,13,818,1723
15,27,65,30.49,27.39,22,3.9,0,-3.1,38,37,17,13,0,0,0,10,818,1724
20,27,71,30.25,27.19,25,1.5,0,-3.2,38,33,21,9,0.02,0,0.3,7,818,1725
29,34,91,30.13,27.08,31,3.9,0,3.7,31,41,27,25,0.22,2,2.6,20,818,1726
30,36,81,30.02,27.01,33,5.8,0,5.6,29,41,30,35,0.05,2,0.1,23,818,1727
31,38,75,30.09,27.08,35,5.2,0,7.5,27,43,33,18,0,0.001,0,13,817,1728
33,46,65,29.85,26.86,39,11.6,0,15.4,19,54,38,32,0.001,0.001,0,25,817,1729
29,39,74,30.17,27.17,34,8.7,0,8.3,26,43,34,32,0.02,0,0.001,24,817,1731
32,40,69,30.46,27.43,37,8.9,0,9.2,25,48,32,25,0,0,0,18,816,1732
29,38,79,30.66,27.58,33,3.4,0,7.1,27,48,28,12,0,0,0,9,816,1733
28,35,86,30.59,27.52,31,1.2,0,4,30,45,25,9,0,0,0,8,815,1734
28,34,84,30.56,27.47,30,1.4,0,2.9,31,44,24,10,0,0,0,8,815,1735
26,31,85,30.45,27.37,29,2.3,0,-0.3,34,38,24,12,0,0,0,9,814,1737
25,27,92,30.46,27.37,26,2.3,0,-4.4,38,32,22,12,0,0,0,9,814,1738
25,27,94,30.37,27.29,26,3.3,0,-4.5,38,29,25,15,0.001,0,0.001,12,813,1739
25,28,89,30.55,27.47,27,3.6,0,-3.6,37,31,25,16,0,0,0.001,14,812,1740
25,27,93,30.53,27.42,26,3.4,0,-4.8,38,29,24,12,0.001,0,0.001,9,812,1742
24,26,95,30.37,27.28,25,4.6,0,-5.9,39,27,24,14,0.001,0,0.001,12,811,1743
25,28,88,30.57,27.48,26,5.6,0,-4,37,30,26,15,0.001,0,0.001,13,810,1744
23,25,92,30.7,27.58,24,3,0,-7.2,40,27,23,13,0.01,0,0.1,10,809,1746
22,24,92,30.58,27.45,23,2,0,-8.3,41,25,22,10,0.001,0.001,0.001,9,808,1747
22,24,93,30.36,27.26,23,2.5,0,-8.4,41,26,22,9,0.001,0,0.001,8,808,1748
22,24,93,30.33,27.26,23,3.3,0,-8.6,41,26,22,16,0.001,0,0.001,13,807,1750
23,28,85,30.4,27.31,26,4,0,-4.7,37,30,25,16,0,0,0,13,806,1751
30,33,94,29.97,26.91,31,6.7,0,0.1,32,37,29,21,0.48,0,0.1,17,805,1752
29,37,74,29.85,26.85,34,6.6,0,3.9,28,43,30,20,0.001,0,0.001,17,804,1754
26,32,82,29.98,26.96,30,4.4,0,-1.2,33,39,25,23,0.01,0,0.1,18,803,1755
26,34,78,30.11,27.08,31,4.3,0,0.6,31,40,28,16,0,0.001,0.001,14,802,1756
20,35,55,29.99,26.95,29,10.7,0,1.4,30,42,28,23,0,0,0,18,801,1758
26,33,79,29.91,26.9,30,8,0,-0.8,32,37,28,20,0.04,0.001,0.5,16,759,1759
16,25,70,30.15,27.1,22,4.9,0,-8.9,40,29,20,17,0,0.001,0,14,758,1800
16,21,81,30.27,27.18,19,5.5,0,-13.1,44,25,17,16,0.03,0,0.8,14,757,1802
13,20,77,30.08,26.98,18,13.2,0,-14.3,45,23,16,25,0.03,0.001,0.4,21,756,1803
23,27,91,29.88,26.83,25,4.8,0,-7.6,38,35,19,23,0.2,2,2.5,20,755,1804
32,34,93,29.89,26.89,33,5.2,0,-0.8,31,38,29,22,0.37,2,0.001,18,753,1806
34,40,84,30.01,27.01,37,3.5,0,5,25,47,33,17,0.02,0.001,0,14,752,1807
31,38,83,30.2,27.16,34,2.1,0,2.8,27,50,26,10,0,0,0,8,751,1809
32,41,72,30.17,27.14,37,5.8,0,5.6,24,50,31,20,0.001,0,0,15,749,1810
40,42,95,30,27,41,9.2,0,6.3,23,45,39,24,0.49,0,0,20,748,1811
37,45,76,30.05,27.06,41,7.5,0,9.1,20,52,38,24,0.02,0,0,20,747,1813
39,43,90,29.98,26.98,41,10.1,0,6.8,22,46,40,24,0.61,0,0,20,745,1814
38,48,75,29.86,26.87,42,10.8,0,11.6,17,56,40,33,0.19,0,0,26,744,1815
26,47,50,29.97,27.01,37,11.7,0,10.3,18,56,37,39,0.01,0,0,26,742,1817
25,48,45,29.94,26.95,37,9.6,0,11,17,57,38,39,0.001,0,0,29,741,1818
33,44,64,29.99,26.99,39,9.8,0,6.7,21,51,36,26,0.001,0,0,22,739,1819
26,40,67,30.01,27.03,33,12.5,0,2.5,25,50,29,43,0.05,0,0.001,33,738,1821
28,37,75,30.22,27.18,33,4.7,0,-0.8,28,44,29,17,0.02,0,0.001,13,736,1822
29,41,66,30.1,27.08,35,4.7,0,2.9,24,50,31,23,0,0,0,18,735,1823
28,39,65,30.03,27.03,34,6.5,0,0.6,26,46,31,17,0,0,0,14,733,1825
31,44,61,30,27,39,5.2,0,5.3,21,54,33,15,0,0,0,13,732,1826
34,47,61,30.03,27.05,42,3.1,0,8,18,59,35,14,0.001,0,0,10,730,1827
38,49,70,30.03,27.05,43,5.9,0,9.7,16,59,39,18,0,0,0,15,728,1828
33,47,63,29.93,26.93,40,4.3,0,7.4,18,59,34,18,0,0,0,14,727,1830
40,46,83,29.68,26.72,42,4.2,0,6.1,19,49,42,16,0.14,0,0,14,725,1831
39,46,74,29.59,26.62,43,6.9,0,5.8,19,55,37,23,0.001,0,0,15,723,1832
38,43,84,29.6,26.67,41,4.1,0,2.6,22,47,38,20,0.03,0,0,17,722,1834
40,47,80,29.87,26.9,43,10,0,6.5,18,53,41,37,0.45,0,0,24,720,1835
42,48,83,29.94,26.97,45,8.2,0,7.2,17,51,44,29,0.29,0,0,24,718,1836
38,49,71,30.02,27.03,43,4.3,0,7.9,16,57,40,16,0,0,0,13,717,1837
37,52,58,29.93,26.95,45,13.3,0,10.6,13,59,44,29,0.06,0,0,23,715,1839
39,52,63,29.86,26.93,46,8.7,0,10.3,13,60,44,35,0.26,0,0,28,713,1840
34,46,63,30.2,27.21,40,6.8,0,4,19,54,38,24,0,0,0,18,712,1841
31,47,53,30.24,27.21,41,11.1,0,4.7,18,59,35,26,0,0,0,23,710,1843
42,51,71,30.07,27.09,47,11.7,0,8.4,14,55,47,22,0.16,0,0,17,708,1844
41,47,83,29.98,27.02,43,12,0,4.1,18,53,40,31,0.28,0,0,25,706,1845
31,44,67,30.38,27.35,38,9.8,0,0.8,21,54,34,29,0.001,0,0,23,705,1846
28,43,61,30.36,27.32,36,2.8,0,-0.4,22,55,30,13,0,0,0,9,703,1847
31,46,59,30.08,27.08,38,5.1,0,2.3,19,57,34,16,0,0,0,12,701,1849
33,46,65,30.1,27.11,40,4.6,0,2,19,55,37,23,0.01,0,0,18,659,1850
25,45,50,30.39,27.37,37,4,0,0.8,20,59,30,14,0,0,0,12,657,1851
26,54,35,30.11,27.1,42,8.1,0,9.5,11,69,39,18,0,0,0,16,656,1852
24,47,49,29.92,26.97,36,20.3,0,2.3,18,59,34,52,0.01,0,0.001,41,654,1854
22,37,55,30.2,27.17,31,7.4,0,-8,28,48,26,22,0,0,0,17,652,1855
21,44,42,30.11,27.08,35,8.5,0,-1.2,21,56,31,23,0,0,0,18,650,1856
19,41,43,30.11,27.11,34,11.3,0,-4.4,24,49,32,30,0,0,0,25,649,1857
15,37,45,30.17,27.13,29,5,0,-8.6,28,49,24,18,0,0,0,15,647,1858
17,38,47,30.23,27.19,30,4.5,0,-7.9,27,51,25,17,0,0,0,13,645,1900
20,43,41,30.2,27.18,34,5.3,0,-3.1,22,57,28,21,0,0,0,16,643,1901
24,50,40,30.17,27.16,39,5.1,0,3.7,15,66,33,16,0,0,0,13,641,1902
26,55,36,29.75,26.8,42,11.1,0,8.5,10,70,40,30,0.01,0,0,23,640,1903
33,47,62,29.59,26.67,40,5.9,0,0.4,18,56,37,29,0.11,0,0,22,638,1904
36,42,82,29.83,26.88,39,6.1,0,-4.8,23,45,38,23,0.11,0,0,18,636,1906
36,46,65,30.01,27.01,42,11.5,0,-1,19,56,36,26,0.001,0,0,20,634,1907
40,48,77,29.87,26.9,44,9.1,0,0.8,17,54,41,26,0.52,0,0,20,632,1908
33,45,68,29.87,26.89,40,9.9,0,-2.4,20,53,37,35,0.04,0,0,22,631,1909
31,47,56,29.86,26.87,39,9.9,0,-0.6,18,56,37,26,0,0,0,21,629,1910
35,40,87,29.71,26.74,37,5.3,0,-7.7,25,45,35,18,0.43,0,0,14,627,1912
34,44,76,29.87,26.89,38,6.6,0,-3.9,21,54,34,24,0.12,0,0,20,625,1913
28,45,54,30.02,27.03,38,5.1,0,-3.1,20,57,33,15,0,0,0,13,623,1914
32,48,55,29.91,26.94,41,4.4,0,-0.2,17,57,39,20,0.001,0,0,15,622,1915
33,48,59,30.01,27.04,41,6.6,0,-0.4,17,56,39,22,0,0,0,18,620,1916
38,53,62,30.15,27.17,45,7.2,0,4.4,12,62,44,30,0.06,0,0,23,618,1917
35,53,52,30.26,27.27,44,4.5,0,4.2,12,68,38,15,0,0,0,10,616,1919
38,57,49,29.97,27.03,48,8.2,0,7.9,8,70,44,22,0,0,0,17,613,1921
28,52,44,30.06,27.08,42,4.6,0,2.7,13,65,38,22,0,0,0,16,611,1922
30,53,43,29.93,26.96,43,4.3,0,3.5,12,67,39,22,0,0,0,15,609,1923
30,52,44,29.8,26.85,42,11.2,0,2.3,13,63,41,30,0,0,0,25,608,1925
22,51,36,30.07,27.11,39,17.1,0,1.1,14,62,39,38,0,0,0,30,606,1926
16,49,27,30.19,27.18,37,8.1,0,-1.1,16,64,33,26,0,0,0,20,604,1927
23,51,35,29.94,26.99,39,12.4,0,0.7,14,61,41,32,0,0,0,25,603,1928
20,47,35,30.01,27.03,37,5.4,0,-3.5,18,61,33,21,0,0,0,16,601,1929
30,58,40,29.82,26.87,45,12.8,0,7.3,7,75,41,46,0.15,0,0,37,559,1931
32,54,47,29.94,27,43,7.9,0,3.1,11,62,46,26,0.01,0,0,18,558,1932
25,59,28,29.89,26.96,44,10.5,0,7.8,6,75,43,45,0,0,0,36,556,1933
26,53,38,30.19,27.21,42,9.9,0,1.6,12,64,42,38,0,0,0,30,554,1934
26,59,30,29.96,26.98,45,10.6,0,7.4,6,75,42,29,0,0,0,22,553,1935
38,49,70,29.75,26.82,44,8.7,0,-2.9,16,61,37,28,0.36,0,0,21,551,1936
30,45,54,29.99,27,39,4.6,0,-7.1,20,57,32,17,0,0,0,13,550,1938
40,53,67,29.89,26.91,45,6.9,0,0.6,12,62,44,25,0.29,0,0,22,548,1939
42,46,84,29.69,26.74,45,5.4,0,-6.7,19,51,41,16,0.44,0,0,13,547,1940
31,46,58,29.69,26.74,39,10.7,0,-6.9,19,55,37,31,0,0,0,24,545,1941
33,45,67,29.88,26.91,39,9.6,0,-8.2,20,54,36,39,0.29,0,0,31,544,1942
28,44,56,30.27,27.27,37,7.9,0,-9.5,21,54,33,28,0,0,0,21,542,1944
27,49,44,30.49,27.47,40,5.7,0,-4.8,16,64,33,24,0,0,0,16,541,1945
31,54,40,30.4,27.39,44,5.5,0,-0.1,11,70,38,15,0,0,0,13,539,1946
35,62,42,30.15,27.18,48,4.4,0,7.6,3,78,45,16,0,0,0,13,538,1947
36,66,36,29.93,26.98,50,4.9,1,11.4,0,83,48,15,0,0,0,12,536,1948
36,65,35,29.72,26.8,50,6.1,0,10.1,0,78,51,20,0,0,0,16,535,1949
39,60,47,29.76,26.85,49,5.4,0,4.8,5,69,50,23,0.01,0,0,17,534,1951
37,55,53,29.83,26.89,46,10.5,0,-0.5,10,63,46,26,0,0,0,22,532,1952
32,54,48,29.71,26.77,43,17.9,0,-1.8,11,66,41,37,0,0,0,31,531,1953
